Cliente,Fecha,Guia,Origen,Destino,Tipo,Peso,P. VENTA,No. Fact,Pago Cliente,Fecha Pago,Status
KINGDA ZONA LIBRE,43489,2330872073,COLON FREE ZONE,CHINA,PAQUETE,0.5 KG,89,179,89,43508,PAGADO
KINGDA ZONA LIBRE,43490,1142553871,COLON FREE ZONE,COLOMBIA,PAQUETE,0.5 KG,86,181,86,43508,PAGADO
KINGDA ZONA LIBRE,43490,1056758275,COLON FREE ZONE,COLOMBIA,PAQUETE,1.5 KGS,70,183,70,43508,PAGADO
KINGDA ZONA LIBRE,43493,6309256155,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,29,198,29,43508,PAGADO
KINGDA ZONA LIBRE,43493,1331339516,COLON FREE ZONE,COLOMBIA,PAQUETE,0.5 KG,55,199,55,43508,PAGADO
KINGDA ZONA LIBRE,43495,9168432346,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,29,206,29,43508,PAGADO
KINGDA ZONA LIBRE,43503,2761851411,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,26,215,26,43522,PAGADO
KINGDA ZONA LIBRE,43503,7003203082,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,26,216,26,43522,PAGADO
KINGDA ZONA LIBRE,43503,7003231141,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,26,218,26,43522,PAGADO
KINGDA ZONA LIBRE,43557,2065174134,COLON FREE ZONE,COLOMBIA,PAQUETE,0.5 KG,49,330,49,43612,PAGADO
KINGDA ZONA LIBRE,43557,3819783155,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,331,25,43612,PAGADO
KINGDA ZONA LIBRE,43558,1612522133,COLON FREE ZONE,COLOMBIA,PAQUETE,0.5 KG,80,332,80,43612,PAGADO
KINGDA ZONA LIBRE,43563,7727765290,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,343,25,43612,PAGADO
KINGDA ZONA LIBRE,43564,1636232920,COLON FREE ZONE,CHINA,PAQUETE,1 KG,91,346,91,43612,PAGADO
KINGDA ZONA LIBRE,43564,1645083624,COLON FREE ZONE,COLOMBIA,PAQUETE,2.5 KG,76,347,76,43612,PAGADO
KINGDA ZONA LIBRE,43564,9772606605,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,348,25,43612,PAGADO
KINGDA ZONA LIBRE,43570,1647163372,PANAMA,CHINA,PAQUETE,0.5 KG,80,360,80,43612,PAGADO
KINGDA ZONA LIBRE,43577,6723107893,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,380,25,43612,PAGADO
KINGDA ZONA LIBRE,43577,6723110903,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,381,25,43612,PAGADO
KINGDA ZONA LIBRE,43578,9232550165,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,382,25,43612,PAGADO
KINGDA ZONA LIBRE,43578,7716020174,COLON FREE ZONE,GUATEMALA,PAQUETE,4.5 KG ,100,388,100,43612,PAGADO
KINGDA ZONA LIBRE,43579,2154466790,COLON FREE ZONE,ECUADOR,PAQUETE,0.5 KG ,57,396,57,43612,PAGADO
KINGDA ZONA LIBRE,43580,6522099286,PANAMA,COLOMBIA,PAQUETE,0.5 KG ,56,400,56,43612,PAGADO
KINGDA ZONA LIBRE,43580,6522296432,COLON FREE ZONE,GUATEMALA,PAQUETE,0.5 KG ,56,402,56,43612,PAGADO
KINGDA ZONA LIBRE,43584,2587572153,PANAMA,CHINA,PAQUETE,1 KG,91,408,91,43612,PAGADO
KINGDA ZONA LIBRE,43585,2943053326,COLON FREE ZONE,COLOMBIA,PAQUETE,0.5 KG,56,414,56,43612,PAGADO
KINGDA ZONA LIBRE,43585,2943069172,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG ,25,415,25,43612,PAGADO
KINGDA ZONA LIBRE,43585,7276413664,COLON FREE ZONE,HONDURAS,DOCUMENTO,0.5 KG ,25,420,25,43612,PAGADO
KINGDA ZONA LIBRE,43587,2818395215,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,425,25,43612,PAGADO
KINGDA ZONA LIBRE,43593,6779973841,COLON FREE ZONE,CHINA,PAQUETE,0.5 KG ,80,447,80,43637,PAGADO
KINGDA ZONA LIBRE,43595,5752696611,PANAMA,SANTO DOMINGO,DOCUMENTO,0.5 KG ,58,453,58,43637,PAGADO
KINGDA ZONA LIBRE,43599,5702168253,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,467,25,43637,PAGADO
KINGDA ZONA LIBRE,43600,3741208306,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,469,25,43637,PAGADO
KINGDA ZONA LIBRE,43600,3659246883,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,470,25,43637,PAGADO
KINGDA ZONA LIBRE,43600,3659308133,COLON FREE ZONE,COLOMBIA,PAQUETE,12 KG ,151,472,151,43637,PAGADO
KINGDA ZONA LIBRE,43602,6501133866,COLON FREE ZONE,COLOMBIA,PAQUETE,3 KG ,82,480,82,43637,PAGADO
KINGDA ZONA LIBRE,43602,1560605465,COLON FREE ZONE,CHINA,PAQUETE,0.5 kg,91,481,91,43637,PAGADO
KINGDA ZONA LIBRE,43608,3051737356,COLON FREE ZONE,COLOMBIA,PAQUETE,1.5 kg ,62,503,62,43637,PAGADO
KINGDA ZONA LIBRE,43609,2762668414,COLON FREE ZONE,GUATEMALA,PAQUETE,2 KG ,69,509,69,43637,PAGADO
KINGDA ZONA LIBRE,43609,2762713903,COLON FREE ZONE,COLOMBIA,PAQUETE,2.5 KG ,107,510,107,43637,PAGADO
KINGDA ZONA LIBRE,43609,4819789645,COLON FREE ZONE,GUATEMALA,PAQUETE,2 KG ,70,511,70,43637,PAGADO
KINGDA ZONA LIBRE,43612,6406292174,COLON FREE ZONE,CHINA,PAQUETE,1 KG ,91,513,91,43637,PAGADO
KINGDA ZONA LIBRE,43612,6406300073,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG ,25,514,25,43637,PAGADO
KINGDA ZONA LIBRE,43614,2762462931,COLON FREE ZONE,CHINA,PAQUETE,1 KG ,91,521,91,43637,PAGADO
KINGDA ZONA LIBRE,43614,2762465753,COLON FREE ZONE,GUATEMALA,PAQUETE,1 KG ,56,522,56,43637,PAGADO
KINGDA ZONA LIBRE,43614,2762497183,COLON FREE ZONE,COLOMBIA,PAQUETE,0.5 KG,45,523,45,43637,PAGADO
KINGDA ZONA LIBRE,43614,4458291924,COLON FREE ZONE,COLOMBIA,DOCUMENTO,0.5 KG,25,526,25,43637,PAGADO
KINGDA ZONA LIBRE,43616,5900926345,COLON FREE ZONE,CHINA,PAQUETE,0.5 KG ,80,538,80,43664,PAGADO
KINGDA ZONA LIBRE,43616,6919898521,COLON FREE ZONE,GUATEMALA,DOCUMENTO,0.5 KG,25,540,25,43664,PAGADO
KINGDA ZONA LIBRE,43630,7013116670,PANAMA,CHINA,PAQUETE,0.5 KG,86,581,86,43664,PAGADO
KINGDA ZONA LIBRE,43630,9498939822,PANAMA,CHINA,PAQUETE,0.5 KG,86,582,86,43664,PAGADO
KINGDA ZONA LIBRE,43637,7446740490,PANAMA,SALVADOR,PAQUETE ,0.5 kg ,80,614,80,43664,PAGADO
KINGDA ZONA LIBRE,43641,5870640871,PANAMA,PARAGUAY,DOCUMENTOS,0.5 KG,34,625,34,43664,PAGADO
KINGDA ZONA LIBRE,43648,6322877050,PANAMA,CHINA,PAQUETE,1.0 KG / 1.5 KG,92,646,92,43698,PAGADO
KINGDA ZONA LIBRE,43649,2253852440,PANAMA,COLOMBIA,PAQUETE,0.5 KG,80,647,80,43698,PAGADO
KINGDA ZONA LIBRE,43649,2989893841,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,648,25,43698,PAGADO
KINGDA ZONA LIBRE,43650,3590692265,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,649,25,43698,PAGADO
KINGDA ZONA LIBRE,43650,3590730651,PANAMA,GUATEMALA,PAQUETE,0.5 KG ,49,651,49,43698,PAGADO
KINGDA ZONA LIBRE,43651,4547679780,PANAMA,COLOMBIA,PAQUETE,5 KG ,106,657,106,43698,PAGADO
KINGDA ZONA LIBRE,43651,4547681876,PANAMA,COLOMBIA,DOCUMENTOS,0.5KG ,25,658,25,43698,PAGADO
KINGDA ZONA LIBRE,43651,9300147931,PANAMA,CHINA,PAQUETE,0.5 KG ,81,659,81,43698,PAGADO
KINGDA ZONA LIBRE,43654,9661795791,PANAMA,COLOMBIA,PAQUETE,0.5 KG ,49,660,49,43698,PAGADO
KINGDA ZONA LIBRE,43654,3540960824,PANAMA,COLOMBIA,PAQUETE,1.5 KG ,63,662,63,43698,PAGADO
KINGDA ZONA LIBRE,43657,6563797881,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,677,25,43698,PAGADO
KINGDA ZONA LIBRE,43661,3877745896,PANAMA,CHINA,PAQUETE,0.5 KG,81,690,81,43698,PAGADO
KINGDA ZONA LIBRE,43662,2129490086,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,693,25,43698,PAGADO
KINGDA ZONA LIBRE,43662,5034367612,PANAMA,GUATEMALA,PAQUETE,0.5 KG,49,694,49,43698,PAGADO
KINGDA ZONA LIBRE,43662,5034370353,PANAMA,COLOMBIA,PAQUETE,0.5 KG,25,695,25,43698,PAGADO
KINGDA ZONA LIBRE,43664,8981267562,PANAMA,GUATEMALA,PAQUETE,0.5 KG,49,699,49,43698,PAGADO
KINGDA ZONA LIBRE,43664,7524711946,PANAMA,CHINA,PAQUETE,0.5 KG,81,700,81,43698,PAGADO
KINGDA ZONA LIBRE,43664,7524715446,PANAMA,GUATEMALA,PAQUETE,0.5 KG,49,701,49,43698,PAGADO
KINGDA ZONA LIBRE,43664,7524848030,PANAMA,CHINA,PAQUETE,0.5 KG,81,703,81,43698,PAGADO
KINGDA ZONA LIBRE,43665,3337455796,PANAMA,COLOMBIA,PAQUETE,1 KG,86,705,86,43698,PAGADO
KINGDA ZONA LIBRE,43671,1958760963,PANAMA,GUATEMALA,PAQUETE,0.5 KG,49,717,49,43698,PAGADO
KINGDA ZONA LIBRE,43672,5494337236,PANAMA,COLOMBIA,PAQUETE,3.5 KG,88,719,88,43698,PAGADO
KINGDA ZONA LIBRE,43672,3381082692,PANAMA,COLOMBIA,PAQUETE,0.5 KG,25,721,25,43698,PAGADO
KINGDA ZONA LIBRE,43675,4046483361,PANAMA,REP. DOM,PAQUETE,0.5 KG,80,726,80,43698,PAGADO
KINGDA ZONA LIBRE,43675,4046488585,PANAMA,COLOMBIA,PAQUETE,0.5 KG,49,727,49,43698,PAGADO
KINGDA ZONA LIBRE,43676,4045904726,PANAMA,COLOMBIA,PAQUETE,0.5 KG,49,728,49,43698,PAGADO
KINGDA ZONA LIBRE,43676,1786875495,PANAMA,GUATEMALA,PAQUETE,1.5 KG,63,729,63,43698,PAGADO
KINGDA ZONA LIBRE,43678,3302997972,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,750,,43698,PENDIENTE
KINGDA ZONA LIBRE,43682,3271992754,PANAMA,COLOMBIA,PAQUETE,4.5 KG,130,764,,43698,PENDIENTE
KINGDA ZONA LIBRE,43682,1759748314,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,765,,43698,PENDIENTE
KINGDA ZONA LIBRE,43682,1759758840,PANAMA,REP.DOMINIC,PAQUETE,0.5 KG,79,766,,43698,PENDIENTE
KINGDA ZONA LIBRE,43685,6969346451,PANAMA,GUATEMALA,PAQUETE,0.5 KG,49,777,,43698,PENDIENTE
KINGDA ZONA LIBRE,43691,3464743590,PANAMA,CHINA,PAQUETE,0.5 KG,80,801,,43698,PENDIENTE
KINGDA ZONA LIBRE,43693,2721457373,PANAMA,CHINA,PAQUETE,0.5 KG,80,809,,43698,PENDIENTE
KINGDA ZONA LIBRE,43693,3654589072,PANAMA,HONDURAS,DOCUMENTOS,0.5 KG,25,810,,43698,PENDIENTE
KINGDA ZONA LIBRE,43693,5988874964,PANAMA,CHINA,PAQUETE,1.0 KG,55,813,,43698,PENDIENTE
KINGDA ZONA LIBRE,43689,9353011054,PANAMA,COLOMBIA,DOCUMENTOS,0.5 KG,25,796,,43698,PENDIENTE
KINGDA ZONA LIBRE,43689,3146724033,PANAMA,NICARAGUA,PAQUETE,0.5 KG,49,797,,43698,PENDIENTE
KOR FREIGHT SOLUTIONS / AGUA ASEO. S.A.,43468,2726282650,MEXICO,COLON FREE  ZONE,PAQUETE,25 KGS,397,141,397,43476,PAGADO
KOR FREIGHT SOLUTIONS / AGUA ASEO. S.A.,43507,3347538246,USA (MIAMI),PANAMA,PAQUETE,25 KGS,356,223,356,43514,PAGADO
KOWA TSUSHO. S.A.,43445,1414216053,PANAMA,JAPON,DOCUMENTO,0.5 KGS,54,113,54,43448,PAGADO
KRYSTAL LOGISTICS PANAMA,43493,6309278765,PANAMA,TRINIDAD,DOCUMENTO,0.5 KGS,39,200,39,43522,PAGADO
KRYSTAL LOGISTICS PANAMA,43503,8413998154,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KG,28,219,28,43522,PAGADO
KRYSTAL LOGISTICS PANAMA,43546,4891972761,ITALIA,PANAMA,PAQUETE,12  KGS,382,304,382,43551,PAGADO
KRYSTAL LOGISTICS PANAMA,43545,5110090462,MEXICO,PANAMA,PAQUETE,71 KGS,620,306,620,43551,PAGADO
KURT MENZEL ,43480,9035819074,PANAMA,USA,PAQUETE,0.5 KG,63,158,63,43497,PAGADO
LABORATORIOS PRIETO,43402,2080277636,BOGOTA,PANAMA,PAQUETE,37.61 KGS,469,44,469,43411,PAGADO
LISBETH GARCIA,43523,3313261442,PANAMA,USA (MIAMI),DOCUMENTO,0.5 KGS,38,260,38,43524,PAGADO
LUIS A DE SEDAS / 3P MAINTENANCE CONSULTANTS,43537,2239682480,PANAMA,USA (REST),PAQUETE,18.5 KGS,244,282,244,43559,PAGADO
LUIS AVILA ,43634,3996405081,PANAMA,USA,PAQUETE,1 KG ,117,599,117,43636,PAGADO
MECAR SUPPLIES CORP,43623,7433238816,PANAMA,USA ,PAQUETE,0.5 KG ,53,555,53,43668,PAGADO
MECAR SUPPLIES CORP,43623,5106732595,PANAMA,USA ,PAQUETE,3.5KG ,101,556,101,43668,PAGADO
MECAR SUPPLIES CORP,43626,6884663730,PANAMA,USA ,PAQUETE,2.5KG,87,559,87,43668,PAGADO
MECAR SUPPLIES CORP,43633,1120632181,PANAMA,USA,PAQUETE,2 KG ,79,598,79,43682,PAGADO
MECAR SUPPLIES CORP,43630,6468328241,PANAMA,USA,PAQUETE,4.0 KG,114,586,114,43668,PAGADO
MECAR SUPPLIES CORP,43637,6794582012,PANAMA,USA,PAQUETE ,1.5 KG ,69,615,69,43682,PAGADO
MECAR SUPPLIES CORP,43641,5870670271,PANAMA,USA,PAQUETE,10 KG,235,626,235,43677,PAGADO
MECAR SUPPLIES CORP,43655,3540978081,PANAMA,USA ,PAQUETE,1 KG ,61,663,,43677,PENDIENTE
MECAR SUPPLIES CORP,43691,2557635522,PANAMA,USA,PAQUETE,2.0 KG,78,803,,43677,PENDIENTE
MECAR SUPPLIES CORP,43691,2557647945,PANAMA,USA,PAQUETE,2.5 KG,86,804,,43677,PENDIENTE
MECAR SUPPLIES CORP,43539,4511323235,PANAMA,USA (REST),PAQUETE,4.5 KG,113,286,113,43552,PAGADO
MECAR SUPPLIES CORP,43539,7201296454,PANAMA,USA (REST),PAQUETE,0.5 KG,53,287,53,43552,PAGADO
MECAR SUPPLIES CORP,43571,2220554206,PANAMA,USA (MIAMI),PAQUETE,14.5 KGS,188,362,188,43622,PAGADO
MECAR SUPPLIES CORP,43571,2286533465,PANAMA,USA (REST),PAQUETE,6.5 KGS,140,365,140,43622,PAGADO
MECAR SUPPLIES CORP,43580,8307445473,PANAMA,USA (REST),PAQUETE,0.5 KG ,53,398,53,43622,PAGADO
MECAR SUPPLIES CORP,43580,8307457970,PANAMA,USA (REST),PAQUETE,1.5 KG ,69,399,69,43622,PAGADO
MECAR SUPPLIES CORP,43592,6557650470,PANAMA,USA (REST),PAQUETE,1.5 kg ,120,441,120,43637,PAGADO
MECAR SUPPLIES CORP,43592,6557655182,PANAMA,USA (REST),PAQUETE,0.5 KG ,88,442,88,43637,PAGADO
MECAR SUPPLIES CORP,43592,6188120923,PANAMA,USA (REST),PAQUETE,0.5 KG,70,443,70,43637,PAGADO
MECAR SUPPLIES CORP,43595,5752703423,PANAMA,USA (REST),PAQUETE,9 KG ,146,454,146,43637,PAGADO
MECAR SUPPLIES CORP,43606,2814365573,PANAMA,USA (REST),PAQUETE,0.5 KG ,51,493,51,43637,PAGADO
MEDIMEX,43483,1523919552,ECUADOR,PANAMA,PAQUETE,5 KG,177,165,177,43502,PAGADO
MEDIMEX,43517,5378901426,VIETNAM,PANAMA,PAQUETE,11 KGS,386,247,386,43531,PAGADO
MEDIMEX,43698,6464720150,TAILANDIA,PANAMA,PAQUETE,4KG/ 1 KG ,184,818,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43483,2359064374,MEXICO,PANAMA,PAQUETE,4 KG,142,169,142,43531,PAGADO
MIA EXPRESS LOGISTICS,43655,5372403805,PANAMA,USA ,PAQUETE,1.5 KG ,77,667,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43669,8415301930,PANAMA,VENEZUELA,PAQUETE,0.5 KG,94,714,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,1786871645,PANAMA,MEXICO,PAQUETE,1.0  KG,75,736,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,4045956622,PANAMA,MEXICO,PAQUETE,1.0  KG,75,737,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,1786880071,PANAMA,MEXICO,PAQUETE,1.0  KG,75,738,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,1786881670,PANAMA,MEXICO,PAQUETE,1.0  KG,75,739,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,4045963530,PANAMA,MEXICO,PAQUETE,1.0  KG,75,740,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,1786884702,PANAMA,MEXICO,PAQUETE,1.0  KG,75,741,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,1786886312,PANAMA,MEXICO,PAQUETE,1.0  KG,75,742,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43676,4045969992,PANAMA,MEXICO,PAQUETE,1.0  KG,75,743,,43531,PENDIENTE
MIA EXPRESS LOGISTICS,43567,2130112740,PANAMA,FRANCIA,PAQUETE,9.5 KGS,215,353,215,43585,PAGADO
MIA EXPRESS LOGISTICS,43826,8992458941,COLOMBIA,PANAMA,DOCUMENTO,0.5 KGS,32,132,230,43827,PAGADO
MIA EXPRESS LOGISTICS,43469,6477216130,COLON FREE ZONE,COLOMBIA,PAQUETE,43 KGS,427,146,427,43503,PAGADO
NAIMAN GROUP LTD CORP,43475,4676765343,PANAMA,SWITZERLAND,DOCUMENTO,0.5KG,50,154,50,43489,PAGADO
NAIMAN GROUP LTD CORP,43483,2359037645,PANAMA,CYPRUS,DOCUMENTO,0.5 KG,50,168,50,43514,PAGADO
NAIMAN GROUP LTD CORP,43634,6978996021,PANAMA,SURICH,DOCUMENTO,0.5 KG ,50,601,50,43657,PAGADO
NAIMAN GROUP LTD CORP,43654,3153545275,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG ,50,661,50,43671,PAGADO
NAIMAN GROUP LTD CORP,43643,5156265612,PANAMA,Switzerland,DOCUMENTOS,0.5 KG,50,637,50,43671,PAGADO
NAIMAN GROUP LTD CORP,43657,5878505264,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG,50,672,50,43696,PAGADO
NAIMAN GROUP LTD CORP,43669,1140103974,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG,50,709,50,43696,PAGADO
NAIMAN GROUP LTD CORP,43679,8080294143,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG,49,753,,43696,PENDIENTE
NAIMAN GROUP LTD CORP,43685,3050785522,PANAMA,SWITZERLAND,DOCUMENTOS,1 KG,63,776,,43696,PENDIENTE
NAIMAN GROUP LTD CORP,43689,9352963211,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG,60,794,,43696,PENDIENTE
NAIMAN GROUP LTD CORP,43691,2557619691,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG,49,802,,43696,PENDIENTE
NAIMAN GROUP LTD CORP,43699,6102357273,PANAMA,SWITZERLAND,DOCUMENTOS,0.5 KG,49,826,,43696,PENDIENTE
NAIMAN GROUP LTD CORP,43439,6423782746,PANAMA,CYPRUS,DOCUMENTO,0.5 KGS,53,100,53,43452,PAGADO
NAIMAN GROUP LTD CORP,43440,1581151235,PANAMA,KOREA,DOCUMENTO,0.5 KGS,57,99,57,43452,PAGADO
NAIMAN GROUP LTD CORP,43444,6285403261,PANAMA,CYPRUS,PAQUETE,0.5 KGS,49,106,49,43469,PAGADO
NAIMAN GROUP LTD CORP,43445,4756212263,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KGS,45,111,45,43469,PAGADO
NAIMAN GROUP LTD CORP,43452,4574834854,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KGS,53,124,53,43469,PAGADO
NAIMAN GROUP LTD CORP,43453,1011705822,PANAMA,TURQUIA,DOCUMENTO,0.5 KGS,49,127,49,43469,PAGADO
NAIMAN GROUP LTD CORP,43455,8457266031,PANAMA,CYPRUS,DOCUMENTO,0.5 KGS,49,129,49,43469,PAGADO
NAIMAN GROUP LTD CORP,43468,5743373064,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KGS,50,142,50,43489,PAGADO
NAIMAN GROUP LTD CORP,43490,2330882794,PANAMA,RUSIA,DOCUMENTO,0.5 KG,53,180,53,43516,PAGADO
NAIMAN GROUP LTD CORP,43494,9930369960,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KGS,50,203,50,43514,PAGADO
NAIMAN GROUP LTD CORP,43503,7003219252,PANAMA,ESTONIA,DOCUMENTO,0.5 KG,80,217,80,43514,PAGADO
NAIMAN GROUP LTD CORP,43508,4909167572,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG,49,228,49,43516,PAGADO
NAIMAN GROUP LTD CORP,43510,1295431896,PANAMA,UKRAINE,DOCUMENTO,0.5 KGS,49,232,49,43525,PAGADO
NAIMAN GROUP LTD CORP,43515,9631016581,PANAMA,LIECHTENSTEIN,DOCUMENTO,0.5 KGS,49,242,49,43531,PAGADO
NAIMAN GROUP LTD CORP,43531,9555958650,PANAMA,RUSIA,DOCUMENTO,0.5 KGS,46,274,46,43539,PAGADO
NAIMAN GROUP LTD CORP,43535,2301363470,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG,49,280,49,43549,PAGADO
NAIMAN GROUP LTD CORP,43543,3797084815,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG,49,300,49,43560,PAGADO
NAIMAN GROUP LTD CORP,43549,1739275860,PANAMA,NEW ZEALAND,DOCUMENTO,0.5 KG,73,313,73,43560,PAGADO
NAIMAN GROUP LTD CORP,43567,5382864266,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG,50,356,50,43592,PAGADO
NAIMAN GROUP LTD CORP,43567,5382877065,PANAMA,MONACO,DOCUMENTO,0.5 KG,50,357,50,43592,PAGADO
NAIMAN GROUP LTD CORP,43572,6345036552,PANAMA,RUSIA,DOCUMENTO,0.5 KG,69,375,69,43592,PAGADO
NAIMAN GROUP LTD CORP,43577,6723117590,PANAMA,HONG KONG,DOCUMENTO,0.5 KG ,53,383,53,43592,PAGADO
NAIMAN GROUP LTD CORP,43578,9232646636,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG ,50,389,50,43592,PAGADO
NAIMAN GROUP LTD CORP,43587,2818380025,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG ,50,424,50,43630,PAGADO
NAIMAN GROUP LTD CORP,43595,6777121223,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG ,50,455,50,43630,PAGADO
NAIMAN GROUP LTD CORP,43602,2526131661,BULGARIA,PANAMA,DOCUMENTO,0.5 KG ,70,475,70,43630,PAGADO
NAIMAN GROUP LTD CORP,43614,1904379046,PANAMA,CYPRUS,DOCUMENTO,0.5 KG,50,520,50,43630,PAGADO
NAIMAN GROUP LTD CORP,43614,1904456923,PANAMA,SWITZERLAND,DOCUMENTO,0.5 KG,50,525,50,43630,PAGADO
NAUTICAL MARINE SERVICES INC,43394,1966155354,USA,PANAMA,DOCUMENTO,0.5 KGS,38,31,47,43396,PAGADO
NAUTICAL MARINE SERVICES INC,43438,4534101051,MIAMI / USA,PANAMA,DOCUMENTO,0.5 KGS,47,98,47,43439,PAGADO
NAUTICAL MARINE SERVICES INC,43663,3380740580,PANAMA,ECUADOR,DOCUMENTOS,0.5 KG,39,697,39,43697,PAGADO
NAUTICAL MARINE SERVICES INC,43398,6699750993,PANAMA,TURQUIA,DOCUMENTO,0.5 KGS,53,40,53,43697,PENDIENTE
NAUTICAL MARINE SERVICES INC,43469,3746648581,USA (MIAMI),PANAMA,DOCUMENTO,0.5 KGS,47,145,47,43473,PAGADO
NAUTICAL MARINE SERVICES INC,43525,4113955915,USA (MIAMI),PANAMA,DOCUMENTO,0.5 KGS,46,270,46,43536,PAGADO
NAUTICAL MARINE SERVICES INC,43532,1138689613,PANAMA,GRECE,DOCUMENTO,0.5 KGS,49,276,49,43536,PAGADO
NAUTICAL MARINE SERVICES INC,43533,7110123871,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KGS,49,277,49,43536,PAGADO
NAUTICAL MARINE SERVICES INC,43539,4511245620,PANAMA,HONDURAS,PAQUETE,0.5 KG,59,284,59,43543,PAGADO
NAUTICAL MARINE SERVICES INC,43544,3183381132,PANAMA,SANTO DOMINGO,DOCUMENTO,0.5 KG,28,302,28,43556,PAGADO
NAUTICAL MARINE SERVICES INC,43580,6522304320,PANAMA,VENEZUELA,DOCUMENTO,0.5 KG ,69,405,69,43601,PAGADO
NOVATRON ZONA LIBRE. S.A.,43643,7303769395,PANAMA,DINAMARCA,DOCUMENTOS,0.5 KG,59,638,59,43657,PAGADO
NOVATRON ZONA LIBRE. S.A.,43661,2129501393,PANAMA,DUBAI,DOCUMENTOS,0.5 KG,81,692,81,43677,PAGADO
NOVATRON ZONA LIBRE. S.A.,43600,3741335161,COLON FREE ZONE,COSTA RICA,DOCUMENTO,0.5 KG ,36,473,36,43620,PAGADO
NUTRIMED PANAMA,43622,3350130335,PANAMA,COSTA RICA ,DOCUMENTO,0.5 KG ,32,548,32,43675,PAGADO
NUTRIMED PANAMA,43657,9300856961,PANAMA,ECUADOR,DOCUMENTOS,0.5 KG,73,678,73,43675,PAGADO
NUTRIMED PANAMA,43670,7158545133,PANAMA,COSTA RICA,DOCUMENTOS,0.5 KG,36,715,,43675,PENDIENTE
NUTRIMED PANAMA,43410,1449770206,PANAMA,USA,DOCUMENTO,0.5 KGS,37,53,37,43675,PAGADO
NUTRIMED PANAMA,43426,8260547153,PANAMA,USA,DOCUMENTO,0.5 KGS,37,81,37,43675,PAGADO
NUTRIMED PANAMA,43448,1470351411,PANAMA,MUMBAI, INDIA,DOCUMENTO,0.5 KGS,57,119,43675,43476
NUTRIMED PANAMA,43448,1470372536,PANAMA,ARGENTINA,DOCUMENTO,0.5 KGS,41,120,41,43476,PAGADO
